DrugId|Drugname|ShortTranslation
28104391208|Lercanidipinhydrochlorid Teva|1 tablet daglig mindst 15 min før et måltid|S
28104391308|Lercanidipinhydrochlorid Teva|1/2 tablet daglig mindst 15 min før et måltid|S
28104391308|Lercanidipinhydrochlorid Teva|1 tablet daglig mindst 15 min før et måltid|S
28104394108|Burinex|1 tablet daglig|S
28104394108|Burinex|1 tablet 3 gange daglig|S
28104394108|Burinex|2 tabletter 3 gange daglig|S
28104394108|Burinex|1/2 tablet daglig|S
28104394108|Burinex|1 tablet 2 gange daglig|S
28104394108|Burinex|2 tabletter 2 gange daglig|S
28104394308|Almogran|1 tablet efter behov ved anfald|S
28104394708|Gestodilat|1 tablet daglig efter aftale|S
28104394808|Gestodilat|1 tablet daglig efter aftale|S
28104395708|Asacol|Dosering efter skriftlig anvisning|S
28104395808|Losartan/HClthiazid "Bluefish"|1 tablet daglig|S
28104395808|Losartan/HClthiazid "Bluefish"|2 tabletter 1 gang daglig|S
28104395908|Losartan/HClthiazid "Bluefish"|1/2 tablet daglig|S
28104395908|Losartan/HClthiazid "Bluefish"|1 tablet daglig|S
28104396508|Clopidogrel "Krka"|1 tablet daglig|S
28104398508|Grepid|1 tablet daglig|S
28104399308|Oxcarbazepin "2care4"|1/2 tablet 3 gange daglig|S
28104399308|Oxcarbazepin "2care4"|1 tablet 3 gange daglig|S
28104399308|Oxcarbazepin "2care4"|1/2 tablet daglig|S
28104399308|Oxcarbazepin "2care4"|1/2 tablet 2 gange daglig|S
28104399308|Oxcarbazepin "2care4"|1 tablet daglig|S
28104399308|Oxcarbazepin "2care4"|1 tablet 2 gange daglig|S
28104399308|Oxcarbazepin "2care4"|2 tabletter 2 gange daglig|S
28104399408|Oxcarbazepin "2care4"|1/2 tablet 3 gange daglig|S
28104399408|Oxcarbazepin "2care4"|1 tablet 3 gange daglig|S
28104399408|Oxcarbazepin "2care4"|1/2 tablet daglig|S
28104399408|Oxcarbazepin "2care4"|1/2 tablet 2 gange daglig|S
28104399408|Oxcarbazepin "2care4"|1 tablet daglig|S
28104399408|Oxcarbazepin "2care4"|1 tablet 2 gange daglig|S
28104399408|Oxcarbazepin "2care4"|2 tabletter 2 gange daglig|S
28104399808|Pramipexol "Bluefish"|1 tablet 3 gange daglig|S
28104399808|Pramipexol "Bluefish"|1 tablet før sengetid, 2-3 timer før virkning ønskes|S
28104399808|Pramipexol "Bluefish"|1 1/2 tabletter 3 gange daglig|S
28104400208|Trandolapril "Aurobindo"|2 kapsler 1 gang daglig|S
28104400208|Trandolapril "Aurobindo"|1 kapsel daglig|S
28104400508|Propranolol Retard "2care4"|1 kapsel daglig|S
28104400508|Propranolol Retard "2care4"|2 kapsler 1 gang daglig|S
28104400608|Propranolol Retard "2care4"|2 kapsler 1 gang daglig|S
28104400608|Propranolol Retard "2care4"|1 kapsel daglig|S
28104401508|Pinex Smelt|2 tabletter efter behov, højst 4 gange daglig ved smerter|S
28104401508|Pinex Smelt|2 tabletter 3 gange daglig|S
28104401508|Pinex Smelt|1 tablet 3 gange daglig|S
28104401508|Pinex Smelt|1 tablet 4 gange daglig|S
28104401508|Pinex Smelt|2 tabletter 4 gange daglig|S
28104401608|Pinex Smelt|2 tabletter efter behov, højst 3 gange daglig ved smerter|S
28104401608|Pinex Smelt|2 tabletter 3 gange daglig|S
28104401608|Pinex Smelt|1 tablet 3 gange daglig|S
28104401608|Pinex Smelt|1 tablet 4 gange daglig|S
28104401908|Exforge HCT|1 tablet morgen|S
28104401908|Exforge HCT|2 tabletter morgen|S
28104402008|Exforge HCT|1 tablet morgen|S
28104402508|Clopidogrel "Amneal"|1 tablet daglig|S
28104402908|Sildenafil "1A Farma"|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28104403008|Sildenafil "1A Farma"|1 tablet daglig 1 time før virkning ønskes|S
28104403208|Sildenafil "1A Farma"|1/2 tablet daglig 1 time før virkning ønskes|S
28104405308|Multaq|1 tablet 2 gange daglig ved et måltid|S
28104408308|Valaciclovir "Orion"|2 tabletter 3 gange daglig i 1 uge|S
28104408308|Valaciclovir "Orion"|1 tablet 2 gange daglig i 5 dage|S
28104408308|Valaciclovir "Orion"|4 tabletter 4 gange daglig|S
28104408308|Valaciclovir "Orion"|2 tabletter 1 gang daglig|S
28104408308|Valaciclovir "Orion"|4 tabletter 2 gange daglig|S
28104408308|Valaciclovir "Orion"|1/2 tablet daglig|S
28104408308|Valaciclovir "Orion"|1/2 tablet 2 gange daglig|S
28104408308|Valaciclovir "Orion"|1 tablet daglig|S
28104408308|Valaciclovir "Orion"|1 tablet 2 gange daglig|S
28104408308|Valaciclovir "Orion"|2 tabletter 2 gange daglig|S
28104411608|Singulair|1 brev før sengetid|S
28104411608|Singulair|1 brev daglig|S
28104415008|Paroxetin "2care4"|1 1/2 tabletter 1 gang daglig|S
28104415008|Paroxetin "2care4"|1/2 tablet daglig|S
28104415008|Paroxetin "2care4"|1 tablet daglig|S
28104415008|Paroxetin "2care4"|2 tabletter 1 gang daglig|S
28104417408|Campral|2 tabletter 3 gange daglig|S
28104417408|Campral|2 tabletter morgen, 1 tablet middag og 1 tablet aften|S
28104419808|Ondansetron "Orifarm"|1 tablet 2 gange daglig|S
28104419908|Ondansetron "Orifarm"|1 tablet 2 gange daglig|S
28104420608|Sifrol|2 tabletter 1 gang daglig|S
28104420608|Sifrol|3 tabletter 1 gang daglig|S
28104420608|Sifrol|1 tablet daglig|S
28104420708|Sifrol|1 tablet daglig|S
28104420708|Sifrol|2 tabletter 1 gang daglig|S
28104420808|Sifrol|2 tabletter 1 gang daglig|S
28104420808|Sifrol|1 tablet daglig|S
28104420908|Sifrol|1 tablet daglig|S
28104421008|Sifrol|1 tablet daglig|S
28104421208|Mirapexin|1 tablet daglig|S
28104421208|Mirapexin|2 tabletter 1 gang daglig|S
28104421408|Mirapexin|1 tablet daglig|S
28104421508|Mirapexin|1 tablet daglig|S
28104422508|Clobex|1 påsmøring daglig skylles ud efter 15 minutter|S
28104422908|Indapamid "Teva"|1 tablet morgen|S
28104422908|Indapamid "Teva"|1 tablet daglig|S
28104424108|Vizarsin|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28104424208|Vizarsin|1 tablet daglig 1 time før virkning ønskes|S
28104424508|Montelukast "Sandoz"|1 tyggetablet daglig|S
28104424508|Montelukast "Sandoz"|1 tyggetablet aften|S
28104424508|Montelukast "Sandoz"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104424608|Montelukast "Sandoz"|1 tyggetablet daglig|S
28104424608|Montelukast "Sandoz"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104424608|Montelukast "Sandoz"|1 tyggetablet aften|S
28104425608|Ramipril "Aurobindo"|1/2 tablet daglig|S
28104425608|Ramipril "Aurobindo"|1/2 tablet 2 gange daglig|S
28104425608|Ramipril "Aurobindo"|1 tablet daglig|S
28104425608|Ramipril "Aurobindo"|2 tabletter 1 gang daglig|S
28104425608|Ramipril "Aurobindo"|1 tablet 2 gange daglig|S
28104425708|Ramipril "Aurobindo"|1 tablet daglig|S
28104425708|Ramipril "Aurobindo"|1/2 tablet daglig|S
28104425708|Ramipril "Aurobindo"|1/2 tablet 2 gange daglig|S
28104425708|Ramipril "Aurobindo"|1 tablet daglig|S
28104426208|Simvastatin "Actavis"|1/2 tablet aften|S
28104426208|Simvastatin "Actavis"|4 tabletter aften|S
28104426208|Simvastatin "Actavis"|3 tabletter aften|S
28104426208|Simvastatin "Actavis"|2 tabletter aften|S
28104426208|Simvastatin "Actavis"|1 tablet aften|S
28104426308|Simvastatin "Actavis"|4 tabletter aften|S
28104426308|Simvastatin "Actavis"|1/2 tablet aften|S
28104426308|Simvastatin "Actavis"|3 tabletter aften|S
28104426308|Simvastatin "Actavis"|2 tabletter aften|S
28104426308|Simvastatin "Actavis"|1 tablet aften|S
28104426408|Simvastatin "Actavis"|1 tablet aften|N
28104426408|Simvastatin "Actavis"|2 tabletter aften|N
28104426408|Simvastatin "Actavis"|1/2 tablet aften|N
28104426508|Simvastatin "Actavis"|1/2 tablet aften|S
28104426508|Simvastatin "Actavis"|1 tablet aften|S
28104427308|Sildenafil "Teva"|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28104427408|Sildenafil "Teva"|1 tablet daglig 1 time før virkning ønskes|S
28104427908|Vagifem|1 vaginaltablet mandag og torsdag hver uge|S
28104433608|Tibolon "Orifarm"|1 tablet daglig|S
28104434208|Cliovelle|1 tablet daglig|S
28104434508|Levocetirizin "Glenmark"|1 tablet daglig|S
28104434608|Movicol Chokolade|1 brev 2 gange daglig|S
28104434608|Movicol Chokolade|1 brev 3 gange daglig|S
28104434608|Movicol Chokolade|1 brev daglig|S
28104434608|Movicol Chokolade|8 breve efter behov, indtages i løbet af 6 timer|S
28104435108|Desmopressin "Paranova"|2 tabletter før sengetid|S
28104435108|Desmopressin "Paranova"|1 tablet før sengetid|S
28104435108|Desmopressin "Paranova"|2 tabletter 3 gange daglig|S
28104435108|Desmopressin "Paranova"|1 tablet 3 gange daglig|S
28104436008|Lercastad|1/2 tablet daglig mindst 15 min før et måltid|S
28104436008|Lercastad|1 tablet daglig mindst 15 min før et måltid|S
28104436908|Minirin|1 tablet 3 gange daglig|S
28104436908|Minirin|2 tabletter 3 gange daglig|S
28104436908|Minirin|4 tabletter før sengetid|S
28104436908|Minirin|3 tabletter før sengetid|S
28104436908|Minirin|2 tabletter før sengetid|S
28104436908|Minirin|1 tablet før sengetid|S
28104439808|Sildenafil "Actavis"|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28104439908|Sildenafil "Actavis"|1 tablet daglig 1 time før virkning ønskes|S
28104440808|Visanne|1 tablet daglig|S
28104441008|Latanoprost "Sandoz"|1 dråbe aften i højre øje|S
28104441008|Latanoprost "Sandoz"|1 dråbe aften i venstre øje|S
28104441008|Latanoprost "Sandoz"|1 dråbe aften i begge øjne|S
28104442608|Oxycodonhydrochl. "Lannacher|1 tablet 2 gange daglig|S
28104442608|Oxycodonhydrochl. "Lannacher|3 tabletter 2 gange daglig|S
28104442608|Oxycodonhydrochl. "Lannacher|2 tabletter 2 gange daglig|S
28104442708|Oxycodonhydrochl. "Lannacher|3 tabletter 2 gange daglig|S
28104442708|Oxycodonhydrochl. "Lannacher|1 tablet 2 gange daglig|S
28104442708|Oxycodonhydrochl. "Lannacher|2 tabletter 2 gange daglig|S
28104442808|Oxycodonhydrochl. "Lannacher|1 tablet 2 gange daglig|S
28104442808|Oxycodonhydrochl. "Lannacher|2 tabletter 2 gange daglig|S
28104442908|Oxycodonhydrochl. "Lannacher|1 tablet 2 gange daglig|S
28104442908|Oxycodonhydrochl. "Lannacher|2 tabletter 2 gange daglig|S
28104443008|Oxycodonhydrochl. "Lannacher|1 tablet 2 gange daglig|S
28104443008|Oxycodonhydrochl. "Lannacher|2 tabletter 2 gange daglig|S
28104443108|Seroquel XR|2 tabletter 1 gang daglig 1 time før et måltid|S
28104443108|Seroquel XR|1 tablet daglig 1 time før et måltid|S
28104443108|Seroquel XR|2 tabletter før sengetid|S
28104443108|Seroquel XR|1 tablet før sengetid|S
28104443108|Seroquel XR|1 tablet daglig|S
28104443708|Valsavil HCT|1 tablet daglig|S
28104443808|Valsavil HCT|2 tabletter 1 gang daglig|S
28104443808|Valsavil HCT|1 tablet daglig|S
28104443908|Valsavil HCT|1 tablet daglig|S
28104447208|Montelukast "Actavis"|1 tyggetablet daglig|S
28104447208|Montelukast "Actavis"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104447208|Montelukast "Actavis"|1 tyggetablet aften|S
28104447308|Montelukast "Actavis"|1 tyggetablet aften|S
28104447308|Montelukast "Actavis"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104447308|Montelukast "Actavis"|1 tyggetablet daglig|S
28104450208|Combodart|1 kapsel daglig efter et måltid|S
28104450208|Combodart|1 kapsel daglig|S
28104450308|Losartankalium/hydrochlorthiazid "Krka"|1 tablet daglig|S
28104450408|Losartanka./HClthiazid "Krka"|1 tablet daglig|N
28104452208|Onbrez Breezhaler|1 inhalationskapsel daglig|S
28104452308|Onbrez Breezhaler|1 inhalationskapsel daglig|S
28104452408|Modafinil "Mylan"|3 tabletter morgen|S
28104452408|Modafinil "Mylan"|4 tabletter morgen|S
28104452408|Modafinil "Mylan"|2 tabletter morgen|S
28104452408|Modafinil "Mylan"|1 tablet morgen|S
28104452408|Modafinil "Mylan"|4 tabletter 1 gang daglig|S
28104452408|Modafinil "Mylan"|2 tabletter 1 gang daglig|S
28104452408|Modafinil "Mylan"|1 tablet 2 gange daglig|S
28104452408|Modafinil "Mylan"|2 tabletter 2 gange daglig|S
28104453608|Allopurinol "Teva"|3 tabletter 1 gang daglig|S
28104453608|Allopurinol "Teva"|1 tablet daglig|S
28104453608|Allopurinol "Teva"|2 tabletter 1 gang daglig|S
28104453708|Allopurinol "Teva"|3 tabletter 1 gang daglig|S
28104453708|Allopurinol "Teva"|1 tablet 3 gange daglig|S
28104453708|Allopurinol "Teva"|1 tablet daglig|S
28104453708|Allopurinol "Teva"|2 tabletter 1 gang daglig|S
28104453708|Allopurinol "Teva"|1 tablet 2 gange daglig|S
28104455308|Exemestan "Accord"|1 tablet daglig|S
28104457508|Oxycodone "Orifarm"|1 tablet 2 gange daglig|S
28104457508|Oxycodone "Orifarm"|2 tabletter 2 gange daglig|S
28104458008|Spiriva|1 inhalationskapsel daglig|S
28104458108|Donepezilhydrochlorid Actavis|2 tabletter før sengetid|S
28104458108|Donepezilhydrochlorid Actavis|1 tablet før sengetid|S
28104458208|Donepezilhydrochlorid Actavis|1 tablet daglig|S
28104458208|Donepezilhydrochlorid Actavis|1 tablet før sengetid|S
28104459008|Metformin "Actavis"|1/2 tablet 2 gange daglig ved et måltid|S
28104459008|Metformin "Actavis"|1/2 tablet 3 gange daglig ved et måltid|S
28104459008|Metformin "Actavis"|1 tablet 3 gange daglig ved et måltid|S
28104459608|Dorzolamid/Timolol "Teva"|1 dråbe 2 gange daglig i højre øje|S
28104459608|Dorzolamid/Timolol "Teva"|1 dråbe 2 gange daglig i venstre øje|S
28104459608|Dorzolamid/Timolol "Teva"|1 dråbe 2 gange daglig i begge øjne|S
28104460909|Simvastatin "Orion"|1/2 tablet aften|S
28104460909|Simvastatin "Orion"|4 tabletter aften|S
28104460909|Simvastatin "Orion"|3 tabletter aften|S
28104460909|Simvastatin "Orion"|2 tabletter aften|S
28104460909|Simvastatin "Orion"|1 tablet aften|S
28104461009|Simvastatin "Orion"|1 tablet aften|N
28104461009|Simvastatin "Orion"|2 tabletter aften|N
28104461109|Simvastatin "Orion"|1 tablet aften|N
28104461109|Simvastatin "Orion"|2 tabletter aften|N
28104461109|Simvastatin "Orion"|3 tabletter aften|N
28104461209|Simvastatin "Orion"|1/2 tablet aften|S
28104461209|Simvastatin "Orion"|1 tablet aften|S
28104462408|Cipralex Meltz|2 tabletter før sengetid|S
28104462408|Cipralex Meltz|1 tablet før sengetid|S
28104462408|Cipralex Meltz|1 tablet daglig|S
28104462408|Cipralex Meltz|2 tabletter 1 gang daglig|S
28104462508|Cipralex Meltz|1/2 tablet før sengetid|S
28104462508|Cipralex Meltz|1 tablet før sengetid|S
28104462508|Cipralex Meltz|1/2 tablet daglig|S
28104462508|Cipralex Meltz|1 tablet daglig|S
28104463508|Methadon "Alternova"|2 tabletter 3 gange daglig|S
28104463508|Methadon "Alternova"|1 tablet 3 gange daglig|S
28104463508|Methadon "Alternova"|1 tablet 2 gange daglig|S
28104463508|Methadon "Alternova"|2 tabletter 2 gange daglig|S
28104463608|Methadon "Alternova"|2 tabletter 3 gange daglig|S
28104463608|Methadon "Alternova"|1 tablet 3 gange daglig|S
28104463608|Methadon "Alternova"|1 tablet 2 gange daglig|S
28104463608|Methadon "Alternova"|2 tabletter 2 gange daglig|S
28104466208|Ritalin Uno|4 kapsler morgen|S
28104466208|Ritalin Uno|3 kapsler morgen|S
28104466208|Ritalin Uno|2 kapsler morgen|S
28104466208|Ritalin Uno|1 kapsel morgen|S
28104467009|Daivonex|1 påsmøring daglig|S
28104467009|Daivonex|1 påsmøring 2 gange daglig|S
28104467709|Esomeprazol "Krka"|1 kapsel 2 gange daglig i 1 uge|S
28104467709|Esomeprazol "Krka"||S
28104467709|Esomeprazol "Krka"|2 kapsler 2 gange daglig|S
28104467709|Esomeprazol "Krka"|2 kapsler 1 gang daglig|S
28104467709|Esomeprazol "Krka"|1 kapsel daglig|S
28104467709|Esomeprazol "Krka"|1 kapsel 2 gange daglig|S
28104467709|Esomeprazol "Krka"|1 kapsel daglig|S
28104467709|Esomeprazol "Krka"|2 kapsler 1 gang daglig|S
28104467709|Esomeprazol "Krka"|1 kapsel 2 gange daglig|S
28104467709|Esomeprazol "Krka"|2 kapsler 2 gange daglig|S
28104467809|Esomeprazol "Krka"|1 kapsel daglig|S
28104467809|Esomeprazol "Krka"|1 kapsel 2 gange daglig|S
28104467809|Esomeprazol "Krka"|1 kapsel daglig|S
28104467809|Esomeprazol "Krka"|2 kapsler 1 gang daglig|S
28104467809|Esomeprazol "Krka"|1 kapsel 2 gange daglig|S
28104468909|Donepezil "Stada"|2 tabletter før sengetid|S
28104468909|Donepezil "Stada"|1 tablet før sengetid|S
28104469009|Donepezil "Stada"|1 tablet daglig|S
28104469009|Donepezil "Stada"|1 tablet før sengetid|S
28104470909|Sildenafil "Medical Valley"|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28104471009|Sildenafil "Medical Valley"|1 tablet daglig 1 time før virkning ønskes|S
28104474509|Exemestan "Stada"|1 tablet daglig|S
28104476609|Seroquel XR|2 tabletter 1 gang daglig 1 time før et måltid|S
28104476609|Seroquel XR|1 tablet daglig 1 time før et måltid|S
28104476609|Seroquel XR|4 tabletter før sengetid|S
28104476609|Seroquel XR|2 tabletter før sengetid|S
28104476609|Seroquel XR|1 tablet før sengetid|S
28104476609|Seroquel XR|3 tabletter 1 gang daglig 1 time før et måltid|S
28104477509|Losartankalium "Krka"|1 tablet daglig|S
28104477509|Losartankalium "Krka"|2 tabletter 1 gang daglig|S
28104477709|Losartankalium "Krka"|1/2 tablet daglig|S
28104477709|Losartankalium "Krka"|1 tablet daglig|S
28104477709|Losartankalium "Krka"|2 tabletter 1 gang daglig|S
28104477809|Losartankalium "Krka"|1 tablet morgen|S
28104477809|Losartankalium "Krka"|1/2 tablet daglig|S
28104477809|Losartankalium "Krka"|1 tablet daglig|S
28104478109|Prolia|1 injektionssprøjte hver 6. måned|S
28104479109|Clopidogrel "Mylan"|1 tablet daglig|S
28104480009|Atorvastatin "Sandoz"|1 tablet daglig|S
28104481909|Revitelle|1 tablet daglig, 1 time før eller 2 timer efter et måltid|S
28104482209|Mometasonfuroat "Glenmark"|1 påsmøring daglig|S
28104485409|Azithromycin "Stada"|1 tablet daglig i 3 dage|S
28104490309|Topiramat "Actavis"|1 tablet før sengetid|S
28104490309|Topiramat "Actavis"|1 tablet før sengetid|S
28104490309|Topiramat "Actavis"|1 tablet aften|S
28104490309|Topiramat "Actavis"|2 tabletter 3 gange daglig|S
28104490309|Topiramat "Actavis"|3 tabletter 2 gange daglig|S
28104490309|Topiramat "Actavis"|1 tablet 3 gange daglig|S
28104490309|Topiramat "Actavis"|1 tablet 2 gange daglig|S
28104490309|Topiramat "Actavis"|1 tablet 2 gange daglig|S
28104490309|Topiramat "Actavis"|2 tabletter 2 gange daglig|S
28104490409|Topiramat "Actavis"|1 tablet før sengetid|S
28104490409|Topiramat "Actavis"|1 tablet aften|S
28104490409|Topiramat "Actavis"|3 tabletter 2 gange daglig|S
28104490409|Topiramat "Actavis"|1 tablet 2 gange daglig|S
28104490409|Topiramat "Actavis"|2 tabletter 2 gange daglig|S
28104490509|Topiramat "Actavis"|1 tablet før sengetid|S
28104490509|Topiramat "Actavis"|1 tablet aften|S
28104490509|Topiramat "Actavis"|3 tabletter 2 gange daglig|S
28104490509|Topiramat "Actavis"|1 tablet daglig|S
28104490509|Topiramat "Actavis"|1 tablet 2 gange daglig|S
28104490509|Topiramat "Actavis"|2 tabletter 2 gange daglig|S
28104490609|Topiramat "Actavis"|1 tablet før sengetid|S
28104490609|Topiramat "Actavis"|1 tablet aften|S
28104490609|Topiramat "Actavis"|1 tablet daglig|S
28104490609|Topiramat "Actavis"|1 tablet 2 gange daglig|S
28104490609|Topiramat "Actavis"|2 tabletter 2 gange daglig|S
28104493309|Spiriva|1 inhalationskapsel daglig|S
28104493809|Pantoprazole "Teva"|1 tablet daglig 1 time før et måltid|S
28104493809|Pantoprazole "Teva"|1 tablet daglig|S
28104493809|Pantoprazole "Teva"|2 tabletter 1 gang daglig|S
28104493809|Pantoprazole "Teva"|1 tablet 2 gange daglig|S
28104493909|Pantoprazole "Teva"|1 tablet 2 gange daglig|S
28104493909|Pantoprazole "Teva"|1 tablet daglig|S
28104493909|Pantoprazole "Teva"|2 tabletter 1 gang daglig|S
28104493909|Pantoprazole "Teva"|1 tablet 2 gange daglig|S
28104494109|Daisynelle|1 tablet daglig efter aftale|S
28104494209|Daisynelle|1 tablet daglig efter aftale|S
28104495209|Vesicare|2 tabletter 1 gang daglig|S
28104495209|Vesicare|1 tablet daglig|S
28104495309|Zolmitriptan "Stada"||S
28104495309|Zolmitriptan "Stada"|2 tabletter efter behov ved anfald|S
28104495309|Zolmitriptan "Stada"|1 tablet efter behov ved anfald|S
28104507809|Bricanyl Turbuhaler|1 sug efter behov før anstrengelse|S
28104507809|Bricanyl Turbuhaler|1 sug efter behov ved anfald|S
28104507809|Bricanyl Turbuhaler|1 sug 4 gange daglig|S
28104507809|Bricanyl Turbuhaler|1 sug 2 gange daglig|S
28104508009|Vesicare|2 tabletter 1 gang daglig|S
28104508009|Vesicare|1 tablet daglig|S
28104508209|Losartankalium/hydrochlorthiazid "Actavis"|1 tablet daglig|S
28104508409|Montelukast "Stada"|1 tyggetablet daglig|S
28104508409|Montelukast "Stada"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104508409|Montelukast "Stada"|1 tyggetablet aften|S
28104508509|Montelukast "Stada"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104508509|Montelukast "Stada"|1 tyggetablet aften|S
28104508509|Montelukast "Stada"|1 tyggetablet daglig|S
28104508609|Montelukast "Stada"|1 tablet aften|S
28104508609|Montelukast "Stada"|1 tablet daglig|S
28104510509|Asacol|Dosering efter skriftlig anvisning|S
28104512609|Alzen SR|2 tabletter 1 gang daglig 1 time før et måltid|S
28104512609|Alzen SR|2 tabletter før sengetid|S
28104512609|Alzen SR|1 tablet daglig 1 time før et måltid|S
28104512609|Alzen SR|1 tablet før sengetid|S
28104512609|Alzen SR|1 tablet daglig|S
28104512709|Alzen SR|1 tablet daglig 1 time før et måltid|S
28104512709|Alzen SR|2 tabletter før sengetid|S
28104512709|Alzen SR|1 tablet før sengetid|S
28104512709|Alzen SR|2 tabletter 1 gang daglig 1 time før et måltid|S
28104513209|Combigan|1 dråbe 2 gange daglig i højre øje|S
28104513209|Combigan|1 dråbe 2 gange daglig i venstre øje|S
28104513209|Combigan|1 dråbe 2 gange daglig i begge øjne|S
28104513509|Crestor|4 tabletter 1 gang daglig|S
28104513509|Crestor|3 tabletter 1 gang daglig|S
28104513509|Crestor|2 tabletter 1 gang daglig|S
28104513509|Crestor|1 tablet daglig|S
28104513509|Crestor|2 tabletter 1 gang daglig|S
28104514809|Amoxicillin/clavulansyre "Aurobindo"|1 tablet 3 gange daglig|S
28104515409|Palexia Depot|1 tablet 2 gange daglig|S
28104515509|Palexia Depot|1 tablet 2 gange daglig|S
28104515609|Palexia Depot|1 tablet 2 gange daglig|S
28104515709|Palexia Depot|1 tablet 2 gange daglig|S
28104515809|Palexia Depot|1 tablet 2 gange daglig|S
28104518309|Symbicort Turbuhaler|2 sug 1 gang daglig|S
28104518309|Symbicort Turbuhaler|1 sug daglig|S
28104518309|Symbicort Turbuhaler|4 sug 2 gange daglig|S
28104518309|Symbicort Turbuhaler|2 sug 2 gange daglig|S
28104518309|Symbicort Turbuhaler|1 sug 2 gange daglig|S
28104518309|Symbicort Turbuhaler|2 sug 2 gange daglig|S
28104520009|Montelukast "Orion"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104520009|Montelukast "Orion"|1 tyggetablet aften|S
28104520009|Montelukast "Orion"|1 tyggetablet daglig|S
28104520109|Montelukast "Orion"|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28104520109|Montelukast "Orion"|1 tyggetablet aften|S
28104520109|Montelukast "Orion"|1 tyggetablet daglig|S
28104520209|Montelukast "Orion"|1 tablet aften|S
28104520209|Montelukast "Orion"|1 tablet daglig|S
28104520909|Latanoprost "Actavis"|1 dråbe aften i begge øjne|S
28104520909|Latanoprost "Actavis"|1 dråbe aften i venstre øje|S
28104520909|Latanoprost "Actavis"|1 dråbe aften i højre øje|S
28104520909|Latanoprost "Actavis"|1 dråbe daglig i begge øjne|S
28104520909|Latanoprost "Actavis"|1 dråbe daglig i venstre øje|S
28104520909|Latanoprost "Actavis"|1 dråbe daglig i højre øje|S
28104521009|Atorvastatin "Teva"|3 tabletter 1 gang daglig|S
28104521009|Atorvastatin "Teva"|1 tablet daglig|S
28104521009|Atorvastatin "Teva"|4 tabletter 1 gang daglig|S
28104521009|Atorvastatin "Teva"|2 tabletter 1 gang daglig|S
28104521009|Atorvastatin "Teva"|2 tabletter 4 gange daglig|S
28104521109|Atorvastatin "Teva"|3 tabletter 1 gang daglig|S
28104521109|Atorvastatin "Teva"|1 tablet daglig|S
28104521109|Atorvastatin "Teva"|4 tabletter 1 gang daglig|S
28104521109|Atorvastatin "Teva"|2 tabletter 1 gang daglig|S
28104521109|Atorvastatin "Teva"|2 tabletter 4 gange daglig|S
28104521209|Atorvastatin "Teva"|1 tablet daglig|S
28104521209|Atorvastatin "Teva"|2 tabletter 1 gang daglig|S
28104521309|Atorvastatin "Teva"|1 tablet daglig|S
28104522109|Tertensif Kombi|1 tablet daglig før morgenmaden|S
28104522109|Tertensif Kombi|1 tablet morgen|S
28104522109|Tertensif Kombi|1 tablet daglig|S
28104522309|Strattera|2 kapsler morgen|S
28104522309|Strattera|1 kapsel morgen|S
28104522309|Strattera|1 kapsel 2 gange daglig|S
28104522409|Strattera|2 kapsler morgen|S
28104522409|Strattera|1 kapsel morgen|S
28104522409|Strattera|1 kapsel 2 gange daglig|S
28104522509|Strattera|2 kapsler morgen|S
28104522509|Strattera|1 kapsel morgen|S
28104522509|Strattera|1 kapsel 2 gange daglig|S
28104522609|Strattera|2 kapsler morgen|S
28104522609|Strattera|1 kapsel morgen|S
28104522609|Strattera|1 kapsel 2 gange daglig|S
28104522709|Strattera|2 kapsler morgen|S
28104522709|Strattera|1 kapsel morgen|S
28104522709|Strattera|1 kapsel 2 gange daglig|S
28104522809|Clopixol|3 tabletter 1 gang daglig|S
28104522809|Clopixol|1 tablet 3 gange daglig|S
28104522809|Clopixol|1 tablet daglig|S
28104522809|Clopixol|4 tabletter 1 gang daglig|S
28104522809|Clopixol|2 tabletter 1 gang daglig|S
28104522809|Clopixol|1 tablet 2 gange daglig|S
28104523409|Imigrane|1 pust efter behov ved anfald|S
28104523509|Kreon 10.000|2 kapsler morgen, middag og aften til hvert hovedmåltid|S
28104523509|Kreon 10.000|1 kapsel morgen, middag og aften til hvert måltid|S
28104523609|Kreon 25.000|1 kapsel morgen, middag og aften til hvert måltid|S
28104523709|Selexid|1 tablet 3 gange daglig|N
28104524809|Zolmitriptan "Stada"|1 tablet efter behov ved anfald|S
28104524809|Zolmitriptan "Stada"||S
28104524809|Zolmitriptan "Stada"|2 tabletter efter behov ved anfald|S
